id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
596519,Landing Page Submission,Direct Traffic,No,No,0,2.0,641,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
600798,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Student,No,No,No,No,No,No,,,No
617698,API,Google,No,No,0,5.0,418,5.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
645735,Landing Page Submission,Organic Search,No,No,1,11.0,608,11.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
603610,Landing Page Submission,Organic Search,No,No,1,10.0,1259,10.0,SMS Sent,International Business,,No,No,No,No,No,No,,,Yes
644249,API,Google,No,No,1,2.0,969,1.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
630367,API,Google,No,No,1,4.0,998,1.33,SMS Sent,,,No,No,No,No,No,No,,,No
623206,Landing Page Submission,Google,No,No,0,4.0,326,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
612233,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
641934,API,Google,No,No,0,3.0,131,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
592608,Landing Page Submission,Direct Traffic,Yes,No,1,27.0,212,2.45,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,17.0,18.0,Yes
632772,Landing Page Submission,Direct Traffic,No,No,0,7.0,1720,2.33,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
616739,Landing Page Submission,Google,Yes,No,0,28.0,81,3.5,Page Visited on Website,Retail Management,,No,No,No,No,No,No,16.0,18.0,Yes
601670,Landing Page Submission,Google,No,No,1,10.0,1341,3.33,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
612469,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,No
637666,Landing Page Submission,Direct Traffic,No,No,0,3.0,382,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,13.0,17.0,Yes
623294,API,Organic Search,No,No,1,9.0,1310,4.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
592231,Landing Page Submission,Organic Search,No,No,0,8.0,191,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
583528,Landing Page Submission,Google,No,No,1,5.0,789,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,No
602265,Landing Page Submission,Direct Traffic,No,No,1,8.0,178,4.0,Email Opened,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,,,Yes
587019,Landing Page Submission,Direct Traffic,No,No,0,2.0,1135,2.0,Converted to Lead,Services Excellence,,No,No,No,No,No,No,14.0,13.0,Yes
614132,Landing Page Submission,Google,No,No,1,9.0,185,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
629435,API,Organic Search,No,No,0,6.0,259,6.0,SMS Sent,,,No,No,No,No,No,No,,,No
583887,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,40,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,10.0,20.0,Yes
601242,API,Chat,Yes,No,1,0.0,0,0.0,Unsubscribed,Hospitality Management,Working Professional,No,No,No,No,No,No,,,No
617909,API,Organic Search,No,No,0,5.0,533,5.0,Email Opened,,,No,No,No,No,No,No,,,No
630757,API,Google,No,No,0,2.0,64,1.0,Page Visited on Website,,,No,No,No,No,No,No,15.0,15.0,No
649244,API,Referral Sites,No,No,1,4.0,947,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No
642466,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
601107,Landing Page Submission,Direct Traffic,No,No,1,6.0,267,1.2,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
595902,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
590168,API,Google,No,No,0,2.0,312,2.0,Chat Conversation,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
586652,Landing Page Submission,Direct Traffic,No,No,0,6.0,0,3.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
588327,Landing Page Submission,Direct Traffic,No,No,0,4.0,158,1.33,Page Visited on Website,Services Excellence,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
619567,API,Google,No,No,1,6.0,151,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
585995,Landing Page Submission,Direct Traffic,No,No,0,4.0,334,2.0,Email Opened,Finance Management,Student,No,No,No,No,No,No,16.0,17.0,Yes
608302,Landing Page Submission,Organic Search,No,No,0,4.0,685,4.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
618080,API,Organic Search,No,No,0,4.0,811,4.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
636241,API,Google,No,No,1,2.0,1042,2.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,14.0,15.0,No
629720,API,Chat,No,No,0,2.0,1491,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
604174,Landing Page Submission,Organic Search,No,No,0,4.0,245,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
645009,Landing Page Submission,Google,No,No,1,3.0,1683,3.0,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,15.0,20.0,No
612603,API,Google,No,No,1,2.0,979,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
594411,API,Google,No,No,1,2.0,837,1.0,SMS Sent,,,No,No,No,No,No,No,,,No
588170,Landing Page Submission,Direct Traffic,No,No,1,6.0,721,1.5,Chat Conversation,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
594041,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,150,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,12.0,17.0,No
650258,Landing Page Submission,Google,No,No,1,2.0,1704,2.0,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
627307,Landing Page Submission,Google,No,No,1,2.0,950,2.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
639824,Landing Page Submission,Direct Traffic,No,No,1,13.0,998,2.17,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,16.0,15.0,Yes
604905,Landing Page Submission,Google,No,No,0,3.0,203,1.5,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
623730,Landing Page Submission,Direct Traffic,No,No,0,4.0,266,4.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,,,Yes
658677,API,Google,No,No,0,7.0,615,7.0,Form Submitted on Website,"Banking, Investment And Insurance",,No,No,No,No,No,No,13.0,15.0,No
580141,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,17.0,16.0,No
657139,Landing Page Submission,Google,No,No,1,5.0,263,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
598825,Landing Page Submission,Direct Traffic,No,No,0,3.0,1321,3.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,,,Yes
582746,Landing Page Submission,Direct Traffic,No,No,0,2.0,245,2.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,13.0,19.0,Yes
606927,API,Chat,No,No,0,1.0,1317,1.0,Form Submitted on Website,Human Resource Management,,No,No,No,No,No,No,,,No
644680,API,Google,No,No,0,1.0,147,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
605502,Landing Page Submission,Direct Traffic,No,No,0,2.0,206,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
645843,Landing Page Submission,Organic Search,No,No,0,5.0,285,5.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,12.0,17.0,No
609634,Landing Page Submission,Direct Traffic,No,No,0,1.0,131,1.0,Converted to Lead,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
601156,Landing Page Submission,Organic Search,Yes,No,0,4.0,1193,4.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
629651,Landing Page Submission,Google,No,No,1,3.0,176,3.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
619228,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
618419,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
636515,Landing Page Submission,Google,No,No,1,4.0,866,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
623183,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
605442,API,Organic Search,Yes,No,0,10.0,371,3.33,Page Visited on Website,,,No,No,No,No,No,No,,,No
592031,Landing Page Submission,Direct Traffic,No,No,1,3.0,77,3.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,19.0,Yes
620699,Landing Page Submission,Google,No,No,0,1.0,52,1.0,Converted to Lead,Marketing Management,,No,No,No,No,No,No,,,No
599331,Landing Page Submission,Google,No,No,0,5.0,208,5.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
608834,Landing Page Submission,Direct Traffic,No,No,0,2.0,167,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
604462,Landing Page Submission,Google,No,No,1,3.0,873,3.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
635999,API,Organic Search,No,No,0,4.0,187,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
644211,Landing Page Submission,Organic Search,No,No,1,11.0,374,11.0,Email Opened,Travel and Tourism,Student,No,No,No,No,No,No,16.0,16.0,Yes
623879,Landing Page Submission,Direct Traffic,No,No,0,2.0,182,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
595728,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
630797,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
587477,API,Organic Search,No,No,0,6.0,94,6.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
592598,API,Google,No,No,1,3.0,1563,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
606559,Landing Page Submission,Google,No,No,1,4.0,1659,4.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
596550,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,557,3.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,No
594407,API,Organic Search,No,No,1,3.0,1228,1.5,SMS Sent,,,No,No,No,No,No,No,,,No
583612,Landing Page Submission,Direct Traffic,No,No,0,3.0,294,1.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,19.0,No
597171,Landing Page Submission,Google,No,No,1,4.0,875,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
591492,Landing Page Submission,Direct Traffic,No,No,1,4.0,30,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
621241,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
609871,API,Organic Search,No,No,0,5.0,110,5.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
584408,API,Google,No,No,0,1.0,197,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,15.0,No
615917,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
605419,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
643342,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
589611,API,Google,No,No,0,2.0,165,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
610357,Landing Page Submission,Direct Traffic,Yes,No,0,16.0,103,16.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,Yes
603400,Landing Page Submission,Google,No,No,0,5.0,248,2.5,Chat Conversation,International Business,Unemployed,No,No,No,No,No,No,,,No
640156,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
612231,API,Organic Search,No,No,1,3.0,951,1.5,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
605074,Landing Page Submission,Direct Traffic,No,No,0,2.0,334,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
611884,API,Google,No,No,0,4.0,84,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
639079,API,Chat,Yes,No,1,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,14.0,15.0,No
606773,Lead Add Form,Reference,No,No,0,,301,,,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
620137,Landing Page Submission,Google,Yes,No,1,4.0,1674,4.0,Unsubscribed,Finance Management,Working Professional,No,No,No,No,No,No,,,No
597680,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
580027,Landing Page Submission,Organic Search,No,No,0,5.0,107,2.5,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
601708,Landing Page Submission,Google,No,No,1,5.0,1049,2.5,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
624090,Landing Page Submission,Google,No,No,0,4.0,103,4.0,Email Opened,Travel and Tourism,,No,No,No,No,No,No,,,No
585790,Landing Page Submission,Direct Traffic,No,No,1,3.0,82,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
638283,Landing Page Submission,Organic Search,No,No,0,3.0,291,3.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
599453,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,,,No
631390,Landing Page Submission,Organic Search,No,No,1,4.0,362,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
621837,Landing Page Submission,Organic Search,No,No,0,21.0,230,5.25,Page Visited on Website,Travel and Tourism,,No,No,No,No,No,No,16.0,16.0,Yes
658606,API,Google,No,No,0,2.0,1793,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
647517,Landing Page Submission,Google,No,No,1,6.0,543,6.0,Email Opened,Marketing Management,,No,No,No,No,No,No,16.0,18.0,No
598979,API,Chat,Yes,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
630170,Landing Page Submission,Direct Traffic,No,No,1,2.0,503,2.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
626976,Landing Page Submission,Google,No,No,1,3.0,679,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
623664,Landing Page Submission,Google,No,No,0,4.0,76,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
634484,Landing Page Submission,Direct Traffic,No,No,0,2.0,1680,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
581304,API,Google,No,No,0,3.0,239,1.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,13.0,16.0,No
601000,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
646426,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
632605,API,Google,No,No,0,1.0,192,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
659191,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Businessman,No,No,No,No,No,No,15.0,19.0,No
606303,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Page Visited on Website,Finance Management,Working Professional,No,No,No,No,No,No,,,No
604710,Landing Page Submission,Direct Traffic,No,No,0,2.0,532,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
633959,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
627679,Landing Page Submission,Organic Search,No,No,0,5.0,164,5.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
628437,Landing Page Submission,Organic Search,Yes,No,0,5.0,181,5.0,Unreachable,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
586138,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
601226,Landing Page Submission,Direct Traffic,No,No,1,2.0,1083,2.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,Yes
586296,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,16.0,15.0,No
646873,Landing Page Submission,Direct Traffic,No,No,0,3.0,417,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,No
656580,API,Referral Sites,No,No,0,3.0,170,1.5,Email Opened,,,No,No,No,No,No,No,12.0,13.0,No
593122,Landing Page Submission,Direct Traffic,No,No,0,3.0,432,1.5,SMS Sent,Finance Management,,No,No,No,No,No,No,13.0,17.0,Yes
627610,Landing Page Submission,Organic Search,No,No,1,14.0,969,2.8,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
599567,Landing Page Submission,Direct Traffic,No,No,0,2.0,370,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
656681,API,Organic Search,No,No,0,2.0,1366,2.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
650087,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,12.0,15.0,No
657717,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
587458,Landing Page Submission,Direct Traffic,No,No,0,5.0,286,5.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,11.0,18.0,Yes
612946,Landing Page Submission,Google,No,No,0,12.0,150,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
626317,Landing Page Submission,Google,Yes,No,0,1.0,233,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
601052,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
615282,Landing Page Submission,Direct Traffic,No,No,0,2.0,225,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
583957,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
587204,API,Google,No,No,0,7.0,35,1.4,Page Visited on Website,,,No,No,No,No,No,No,,,No
607416,Landing Page Submission,Google,No,No,0,5.0,215,5.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
596338,Landing Page Submission,Organic Search,No,No,0,13.0,139,13.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
583694,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,16.0,No
627706,Landing Page Submission,Direct Traffic,No,No,1,2.0,1770,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
597266,Landing Page Submission,Google,No,No,0,3.0,235,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
649355,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,190,2.0,Email Bounced,,Working Professional,No,No,No,No,No,No,13.0,18.0,No
621675,Landing Page Submission,Google,No,No,0,7.0,1061,7.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
654174,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,12.0,No
619276,Landing Page Submission,Direct Traffic,No,No,1,3.0,1552,3.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
613318,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,231,3.0,SMS Sent,E-Business,Unemployed,No,No,No,No,No,No,,,Yes
582736,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,471,3.0,Email Bounced,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
626940,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
628652,API,Google,No,No,0,4.0,157,4.0,Email Opened,,,No,No,No,No,No,No,,,No
643923,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
593761,API,Google,No,No,0,2.0,772,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
583435,Landing Page Submission,Google,No,No,1,2.0,1608,2.0,Email Link Clicked,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,20.0,No
639710,API,Google,No,No,1,3.0,992,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
645755,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
585785,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,16.0,15.0,No
634511,API,Chat,No,No,0,1.0,72,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
618713,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
582755,Landing Page Submission,Google,No,No,1,5.0,5,2.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
588076,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No
617405,Landing Page Submission,Direct Traffic,No,No,1,7.0,899,2.33,Page Visited on Website,E-COMMERCE,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
607929,Landing Page Submission,Google,No,No,1,11.0,1107,2.75,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
597513,Landing Page Submission,Direct Traffic,No,No,1,16.0,1226,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
634868,API,Chat,No,No,0,0.0,0,0.0,Form Submitted on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,13.0,15.0,No
626475,API,Google,No,No,1,5.0,633,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
657148,API,Organic Search,No,No,1,3.0,117,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
611536,Landing Page Submission,Organic Search,No,No,1,10.0,1337,10.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
620608,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,784,1.0,Email Bounced,,Student,No,No,No,No,No,No,,,No
625565,Landing Page Submission,Google,No,No,0,4.0,99,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
651663,Landing Page Submission,Google,No,No,0,3.0,1198,3.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,13.0,18.0,No
579890,Landing Page Submission,Organic Search,No,No,0,5.0,308,5.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,17.0,18.0,Yes
587010,Landing Page Submission,Direct Traffic,No,No,0,3.0,181,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
641891,API,Google,No,No,1,8.0,167,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
623484,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
660471,Landing Page Submission,Google,No,No,1,1.0,1013,1.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,No
615813,Landing Page Submission,Direct Traffic,No,No,1,6.0,954,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
646662,Lead Add Form,Reference,No,No,1,,1252,,,Marketing Management,Student,No,No,No,No,No,No,14.0,20.0,No
584482,Landing Page Submission,Direct Traffic,No,No,0,3.0,106,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
627362,Landing Page Submission,Direct Traffic,No,No,1,4.0,1373,4.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,Yes
593063,Landing Page Submission,Google,No,No,1,3.0,1199,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
642612,Landing Page Submission,Organic Search,No,No,1,7.0,1460,7.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,15.0,13.0,Yes
627972,Landing Page Submission,Direct Traffic,No,No,1,3.0,148,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
592987,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
598165,API,Google,No,No,1,2.0,1345,1.0,Email Opened,Business Administration,Other,No,No,No,No,No,No,,,No
653559,Landing Page Submission,Google,No,No,0,3.0,211,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
607630,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,232,3.0,Email Bounced,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
587986,API,Organic Search,No,No,1,2.0,1064,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
660402,Landing Page Submission,Direct Traffic,No,No,1,7.0,1174,3.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
659614,API,Organic Search,No,No,0,3.0,214,3.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
652345,Landing Page Submission,Google,No,No,0,6.0,14,3.0,Email Link Clicked,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
618915,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
620543,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
609701,Landing Page Submission,Direct Traffic,No,No,0,2.0,45,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
642764,API,Google,No,No,1,2.0,1290,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
621743,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
633999,Landing Page Submission,Google,No,No,0,6.0,478,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,18.0,No
